model,index,guid,title,inference_time_seconds,file,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,bertscore_precision,bertscore_recall,bertscore_f1,entity_supported,entity_total,entity_precision,number_supported,number_total,number_consistency,nli_claim_count,nli_contradiction_count,nli_hallucination_count,nli_contradiction_prob_sum,nli_entailment_prob_sum,contradiction_rate,hallucination_rate,mean_contradiction_probability,mean_entailment_probability
HKL-ViT5,158,158,,4.353,results\vit5-base-HLK-0001\test_predictions_txt\00158_guid-158_untitled.txt,0.475,0.34545454545454546,0.4,0.27848101265822783,0.2018348623853211,0.23404255319148937,0.375,0.2727272727272727,0.3157894736842105,0.8813123106956482,0.8886706233024597,0.8849762082099915,2,3,0.6666666666666666,3,3,1.0,4,0,0,0.00045013427734375,3.986328125,0.0,0.0,0.0001125335693359375,0.99658203125
HKL-ViT5,159,159,,5.6391,results\vit5-base-HLK-0001\test_predictions_txt\00159_guid-159_untitled.txt,0.4639175257731959,0.4891304347826087,0.4761904761904762,0.20833333333333334,0.21978021978021978,0.21390374331550802,0.28865979381443296,0.30434782608695654,0.2962962962962963,0.8796973824501038,0.9021907448768616,0.8908021450042725,2,2,1.0,2,2,1.0,4,0,0,0.010390639305114746,3.49072265625,0.0,0.0,0.0025976598262786865,0.8726806640625
HKL-ViT5,160,160,,4.4211,results\vit5-base-HLK-0001\test_predictions_txt\00160_guid-160_untitled.txt,0.6853932584269663,0.4552238805970149,0.547085201793722,0.38636363636363635,0.2556390977443609,0.30769230769230765,0.48314606741573035,0.3208955223880597,0.38565022421524664,0.9202401638031006,0.887974202632904,0.9038192629814148,0,0,nan,0,0,nan,4,0,2,0.00165557861328125,1.790543556213379,0.0,0.5,0.0004138946533203125,0.4476358890533447
HKL-ViT5,161,161,,4.8537,results\vit5-base-HLK-0001\test_predictions_txt\00161_guid-161_untitled.txt,0.5151515151515151,0.53125,0.5230769230769231,0.2857142857142857,0.29473684210526313,0.29015544041450775,0.3838383838383838,0.3958333333333333,0.38974358974358975,0.8729264736175537,0.8898686766624451,0.8813161253929138,5,6,0.8333333333333334,6,6,1.0,6,0,4,0.13459205627441406,2.5236244201660156,0.0,0.6666666666666666,0.02243200937906901,0.42060407002766925
HKL-ViT5,162,162,,4.8303,results\vit5-base-HLK-0001\test_predictions_txt\00162_guid-162_untitled.txt,0.7272727272727273,0.5423728813559322,0.6213592233009708,0.45977011494252873,0.3418803418803419,0.39215686274509803,0.4090909090909091,0.3050847457627119,0.34951456310679613,0.9133352041244507,0.904313862323761,0.9088020920753479,0,0,nan,0,0,nan,4,1,2,0.8959301710128784,2.0877151489257812,0.25,0.5,0.2239825427532196,0.5219287872314453
HKL-ViT5,163,163,,4.6524,results\vit5-base-HLK-0001\test_predictions_txt\00163_guid-163_untitled.txt,0.71875,0.6388888888888888,0.676470588235294,0.4842105263157895,0.42990654205607476,0.45544554455445546,0.4583333333333333,0.4074074074074074,0.4313725490196078,0.9324098825454712,0.9231663942337036,0.9277650713920593,4,5,0.8,0,0,nan,5,0,0,0.0009369254112243652,4.9921875,0.0,0.0,0.00018738508224487306,0.9984375
HKL-ViT5,164,164,,6.6927,results\vit5-base-HLK-0001\test_predictions_txt\00164_guid-164_untitled.txt,0.5229357798165137,0.4253731343283582,0.4691358024691358,0.28703703703703703,0.23308270676691728,0.2572614107883817,0.25688073394495414,0.208955223880597,0.23045267489711935,0.8829497694969177,0.8888857960700989,0.8859078884124756,1,1,1.0,5,5,1.0,3,0,2,0.003125429153442383,0.7730879783630371,0.0,0.6666666666666666,0.0010418097178141277,0.257695992787679
HKL-ViT5,165,165,,5.2321,results\vit5-base-HLK-0001\test_predictions_txt\00165_guid-165_untitled.txt,0.5963302752293578,0.5652173913043478,0.5803571428571428,0.37037037037037035,0.3508771929824561,0.36036036036036034,0.3486238532110092,0.33043478260869563,0.3392857142857143,0.9119356870651245,0.904640793800354,0.9082736372947693,3,4,0.75,1,1,1.0,4,0,2,0.009213268756866455,1.685617446899414,0.0,0.5,0.0023033171892166138,0.4214043617248535
HKL-ViT5,166,166,,4.7335,results\vit5-base-HLK-0001\test_predictions_txt\00166_guid-166_untitled.txt,0.6744186046511628,0.47540983606557374,0.5576923076923077,0.43529411764705883,0.30578512396694213,0.3592233009708738,0.5348837209302325,0.3770491803278688,0.4423076923076923,0.9254243969917297,0.9043138027191162,0.9147473573684692,1,1,1.0,0,0,nan,4,0,1,0.00048720836639404297,2.9997291564941406,0.0,0.25,0.00012180209159851074,0.7499322891235352
HKL-ViT5,167,167,,7.3131,results\vit5-base-HLK-0001\test_predictions_txt\00167_guid-167_untitled.txt,0.5961538461538461,0.484375,0.5344827586206896,0.3106796116504854,0.25196850393700787,0.2782608695652174,0.38461538461538464,0.3125,0.3448275862068966,0.9049725532531738,0.9021027088165283,0.9035353064537048,0,0,nan,0,0,nan,4,0,0,0.000506281852722168,3.99267578125,0.0,0.0,0.000126570463180542,0.9981689453125
HKL-ViT5,168,168,,4.4495,results\vit5-base-HLK-0001\test_predictions_txt\00168_guid-168_untitled.txt,0.5340909090909091,0.5340909090909091,0.5340909090909091,0.2988505747126437,0.2988505747126437,0.2988505747126437,0.3409090909090909,0.3409090909090909,0.3409090909090909,0.9026716947555542,0.9074395895004272,0.9050493836402893,0,0,nan,2,2,1.0,6,1,2,0.6066981554031372,4.453857421875,0.16666666666666666,0.3333333333333333,0.1011163592338562,0.7423095703125
HKL-ViT5,169,169,,6.2658,results\vit5-base-HLK-0001\test_predictions_txt\00169_guid-169_untitled.txt,0.5229357798165137,0.5643564356435643,0.5428571428571429,0.3148148148148148,0.34,0.3269230769230769,0.26605504587155965,0.2871287128712871,0.2761904761904762,0.8882343173027039,0.9059615135192871,0.897010326385498,4,4,1.0,6,6,1.0,5,0,3,0.010099232196807861,1.9562640190124512,0.0,0.6,0.0020198464393615724,0.3912528038024902
HKL-ViT5,170,170,,4.2522,results\vit5-base-HLK-0001\test_predictions_txt\00170_guid-170_untitled.txt,0.6338028169014085,0.4090909090909091,0.49723756906077343,0.32857142857142857,0.21100917431192662,0.2569832402234637,0.4647887323943662,0.3,0.3646408839779005,0.9154796004295349,0.8871669173240662,0.9011008739471436,6,6,1.0,1,1,1.0,5,0,0,0.0017763972282409668,4.98193359375,0.0,0.0,0.0003552794456481934,0.99638671875
HKL-ViT5,171,171,,5.1721,results\vit5-base-HLK-0001\test_predictions_txt\00171_guid-171_untitled.txt,0.41509433962264153,0.5365853658536586,0.46808510638297873,0.24761904761904763,0.32098765432098764,0.27956989247311825,0.3018867924528302,0.3902439024390244,0.3404255319148936,0.8839312791824341,0.9069950580596924,0.895314633846283,1,1,1.0,0,0,nan,4,1,2,0.8922926783561707,2.4942626953125,0.25,0.5,0.22307316958904266,0.623565673828125
HKL-ViT5,172,172,,4.7493,results\vit5-base-HLK-0001\test_predictions_txt\00172_guid-172_untitled.txt,0.5,0.4215686274509804,0.4574468085106383,0.2,0.16831683168316833,0.1827956989247312,0.3023255813953488,0.2549019607843137,0.276595744680851,0.891516387462616,0.8811777830123901,0.8863170146942139,2,2,1.0,2,2,1.0,4,0,0,0.012005388736724854,3.94189453125,0.0,0.0,0.0030013471841812134,0.9854736328125
HKL-ViT5,173,173,,4.3899,results\vit5-base-HLK-0001\test_predictions_txt\00173_guid-173_untitled.txt,0.5217391304347826,0.6233766233766234,0.5680473372781065,0.27472527472527475,0.32894736842105265,0.29940119760479045,0.34782608695652173,0.4155844155844156,0.37869822485207105,0.8986400365829468,0.911822497844696,0.9051833152770996,1,2,0.5,0,0,nan,4,0,0,0.0003375411033630371,3.994140625,0.0,0.0,8.438527584075928e-05,0.99853515625
HKL-ViT5,174,174,,4.4103,results\vit5-base-HLK-0001\test_predictions_txt\00174_guid-174_untitled.txt,0.5584415584415584,0.45263157894736844,0.5,0.2894736842105263,0.23404255319148937,0.2588235294117647,0.38961038961038963,0.3157894736842105,0.3488372093023256,0.8849539756774902,0.8917379379272461,0.8883329629898071,4,6,0.6666666666666666,6,6,1.0,4,0,0,0.0005502700805664062,3.94482421875,0.0,0.0,0.00013756752014160156,0.9862060546875
HKL-ViT5,175,175,,6.3502,results\vit5-base-HLK-0001\test_predictions_txt\00175_guid-175_untitled.txt,0.5203252032520326,0.41830065359477125,0.46376811594202905,0.21311475409836064,0.17105263157894737,0.1897810218978102,0.23577235772357724,0.1895424836601307,0.21014492753623187,0.8911317586898804,0.8848421573638916,0.887975811958313,1,1,1.0,0,0,nan,6,0,3,0.0025707483291625977,3.356626510620117,0.0,0.5,0.0004284580548604329,0.5594377517700195
HKL-ViT5,176,176,,4.8295,results\vit5-base-HLK-0001\test_predictions_txt\00176_guid-176_untitled.txt,0.6176470588235294,0.6057692307692307,0.6116504854368932,0.3564356435643564,0.34951456310679613,0.35294117647058826,0.35294117647058826,0.34615384615384615,0.3495145631067962,0.90726238489151,0.9172182679176331,0.912213146686554,1,1,1.0,0,0,nan,5,0,0,0.0014948248863220215,4.9931640625,0.0,0.0,0.0002989649772644043,0.9986328125
HKL-ViT5,177,177,,5.0529,results\vit5-base-HLK-0001\test_predictions_txt\00177_guid-177_untitled.txt,0.42718446601941745,0.43564356435643564,0.43137254901960786,0.1568627450980392,0.16,0.1584158415841584,0.24271844660194175,0.24752475247524752,0.2450980392156863,0.8786373138427734,0.890817403793335,0.8846854567527771,2,2,1.0,3,3,1.0,4,0,1,0.007653295993804932,2.9858360290527344,0.0,0.25,0.001913323998451233,0.7464590072631836
HKL-ViT5,178,178,,4.2905,results\vit5-base-HLK-0001\test_predictions_txt\00178_guid-178_untitled.txt,0.5421686746987951,0.47368421052631576,0.5056179775280899,0.2682926829268293,0.23404255319148937,0.25,0.3493975903614458,0.30526315789473685,0.3258426966292135,0.9077500104904175,0.9043030738830566,0.9060232639312744,3,3,1.0,0,0,nan,7,0,1,0.04561138153076172,5.894993782043457,0.0,0.14285714285714285,0.006515911647251674,0.842141968863351
HKL-ViT5,179,179,,4.6283,results\vit5-base-HLK-0001\test_predictions_txt\00179_guid-179_untitled.txt,0.5604395604395604,0.6071428571428571,0.5828571428571429,0.32222222222222224,0.3493975903614458,0.3352601156069364,0.4175824175824176,0.4523809523809524,0.4342857142857143,0.915198564529419,0.9186388254165649,0.9169154763221741,1,1,1.0,0,0,nan,4,0,3,0.0035581588745117188,1.47172212600708,0.0,0.75,0.0008895397186279297,0.36793053150177
HKL-ViT5,180,180,,4.4585,results\vit5-base-HLK-0001\test_predictions_txt\00180_guid-180_untitled.txt,0.5054945054945055,0.42592592592592593,0.4623115577889447,0.32222222222222224,0.27102803738317754,0.29441624365482233,0.42857142857142855,0.3611111111111111,0.39195979899497485,0.8991089463233948,0.8937908411026001,0.8964419364929199,8,8,1.0,2,2,1.0,7,0,1,0.0026567578315734863,5.942453384399414,0.0,0.14285714285714285,0.0003795368330819266,0.8489219120570591
HKL-ViT5,181,181,,6.0373,results\vit5-base-HLK-0001\test_predictions_txt\00181_guid-181_untitled.txt,0.3620689655172414,0.358974358974359,0.3605150214592274,0.1391304347826087,0.13793103448275862,0.1385281385281385,0.19827586206896552,0.19658119658119658,0.19742489270386268,0.8674086332321167,0.8734675645828247,0.8704275488853455,0,0,nan,0,0,nan,4,0,3,0.03228718042373657,1.3704195022583008,0.0,0.75,0.008071795105934143,0.3426048755645752
HKL-ViT5,182,182,,5.3448,results\vit5-base-HLK-0001\test_predictions_txt\00182_guid-182_untitled.txt,0.5247524752475248,0.4076923076923077,0.4588744588744589,0.3,0.23255813953488372,0.26200873362445415,0.3564356435643564,0.27692307692307694,0.3116883116883117,0.8918836116790771,0.8777871131896973,0.8847792148590088,4,4,1.0,5,5,1.0,5,2,3,1.751708984375,1.23406982421875,0.4,0.6,0.350341796875,0.24681396484375
HKL-ViT5,183,183,,4.7023,results\vit5-base-HLK-0001\test_predictions_txt\00183_guid-183_untitled.txt,0.4945054945054945,0.45918367346938777,0.4761904761904762,0.26666666666666666,0.24742268041237114,0.25668449197860965,0.3076923076923077,0.2857142857142857,0.29629629629629634,0.8892773389816284,0.8913822174072266,0.8903285264968872,5,5,1.0,2,2,1.0,4,0,4,0.0093994140625,0.001137375831604004,0.0,1.0,0.002349853515625,0.000284343957901001
HKL-ViT5,184,184,,6.1235,results\vit5-base-HLK-0001\test_predictions_txt\00184_guid-184_untitled.txt,0.5,0.5964912280701754,0.5439999999999999,0.26666666666666666,0.3185840707964602,0.2903225806451613,0.3088235294117647,0.3684210526315789,0.33599999999999997,0.9062575101852417,0.9162703156471252,0.9112364053726196,6,6,1.0,5,5,1.0,5,0,4,0.004119277000427246,1.031813144683838,0.0,0.8,0.0008238554000854492,0.20636262893676757
HKL-ViT5,185,185,,5.9439,results\vit5-base-HLK-0001\test_predictions_txt\00185_guid-185_untitled.txt,0.49514563106796117,0.4180327868852459,0.4533333333333333,0.28431372549019607,0.2396694214876033,0.26008968609865474,0.3106796116504854,0.26229508196721313,0.28444444444444444,0.8978554010391235,0.8922339677810669,0.8950358629226685,2,2,1.0,0,1,0.0,5,0,1,0.0007718205451965332,3.986269474029541,0.0,0.2,0.00015436410903930665,0.7972538948059082
HKL-ViT5,186,186,,5.56,results\vit5-base-HLK-0001\test_predictions_txt\00186_guid-186_untitled.txt,0.47474747474747475,0.46534653465346537,0.47000000000000003,0.21428571428571427,0.21,0.21212121212121213,0.30303030303030304,0.297029702970297,0.3,0.8860481381416321,0.8918298482894897,0.888929545879364,0,0,nan,0,0,nan,5,0,2,0.0008231997489929199,2.9892196655273438,0.0,0.4,0.00016463994979858397,0.5978439331054688
HKL-ViT5,187,187,,5.7211,results\vit5-base-HLK-0001\test_predictions_txt\00187_guid-187_untitled.txt,0.5803571428571429,0.45774647887323944,0.5118110236220473,0.3783783783783784,0.2978723404255319,0.3333333333333333,0.42857142857142855,0.3380281690140845,0.37795275590551175,0.8840022087097168,0.8720839023590088,0.8780025839805603,7,8,0.875,3,3,1.0,5,0,0,0.0006177425384521484,4.869140625,0.0,0.0,0.0001235485076904297,0.973828125
HKL-ViT5,188,188,,5.0199,results\vit5-base-HLK-0001\test_predictions_txt\00188_guid-188_untitled.txt,0.65,0.52,0.5777777777777778,0.4430379746835443,0.35353535353535354,0.3932584269662921,0.475,0.38,0.4222222222222222,0.9293686151504517,0.9103343486785889,0.9197530150413513,4,5,0.8,3,3,1.0,4,0,3,0.007925033569335938,0.6198019981384277,0.0,0.75,0.0019812583923339844,0.15495049953460693
HKL-ViT5,189,189,,4.6131,results\vit5-base-HLK-0001\test_predictions_txt\00189_guid-189_untitled.txt,0.6533333333333333,0.5764705882352941,0.6124999999999999,0.3783783783783784,0.3333333333333333,0.3544303797468354,0.4533333333333333,0.4,0.42500000000000004,0.9143679141998291,0.9140467643737793,0.9142072796821594,1,1,1.0,1,1,1.0,5,0,0,0.0007818341255187988,4.9794921875,0.0,0.0,0.00015636682510375977,0.9958984375
HKL-ViT5,190,190,,6.6793,results\vit5-base-HLK-0001\test_predictions_txt\00190_guid-190_untitled.txt,0.6890756302521008,0.5655172413793104,0.6212121212121212,0.4152542372881356,0.3402777777777778,0.3740458015267175,0.42857142857142855,0.35172413793103446,0.38636363636363635,0.917169451713562,0.9108371734619141,0.9139923453330994,0,0,nan,0,0,nan,4,0,4,0.0036427974700927734,0.1549072265625,0.0,1.0,0.0009106993675231934,0.038726806640625
HKL-ViT5,191,191,,5.5719,results\vit5-base-HLK-0001\test_predictions_txt\00191_guid-191_untitled.txt,0.4782608695652174,0.41509433962264153,0.4444444444444445,0.2087912087912088,0.18095238095238095,0.19387755102040816,0.2717391304347826,0.2358490566037736,0.25252525252525254,0.8861660957336426,0.8827374577522278,0.8844484686851501,3,3,1.0,2,2,1.0,5,0,2,0.0010566115379333496,2.997053861618042,0.0,0.4,0.00021132230758666993,0.5994107723236084
HKL-ViT5,192,192,,5.9767,results\vit5-base-HLK-0001\test_predictions_txt\00192_guid-192_untitled.txt,0.5803571428571429,0.4744525547445255,0.5220883534136546,0.27927927927927926,0.22794117647058823,0.25101214574898784,0.3482142857142857,0.2846715328467153,0.3132530120481928,0.9032684564590454,0.8934394717216492,0.898327112197876,8,10,0.8,2,2,1.0,4,0,4,0.006397247314453125,0.019761085510253906,0.0,1.0,0.0015993118286132812,0.0049402713775634766
HKL-ViT5,193,193,,5.0879,results\vit5-base-HLK-0001\test_predictions_txt\00193_guid-193_untitled.txt,0.5,0.6133333333333333,0.5508982035928144,0.26373626373626374,0.32432432432432434,0.29090909090909095,0.391304347826087,0.48,0.43113772455089827,0.8913430571556091,0.9080022573471069,0.8995955586433411,9,11,0.8181818181818182,6,6,1.0,5,0,1,0.09052228927612305,3.9436187744140625,0.0,0.2,0.01810445785522461,0.7887237548828125
HKL-ViT5,194,194,,5.4031,results\vit5-base-HLK-0001\test_predictions_txt\00194_guid-194_untitled.txt,0.5304347826086957,0.5126050420168067,0.5213675213675214,0.3157894736842105,0.3050847457627119,0.3103448275862069,0.3652173913043478,0.35294117647058826,0.35897435897435903,0.8977563381195068,0.908090353012085,0.9028937220573425,1,1,1.0,0,0,nan,5,0,1,0.0013958215713500977,3.5872802734375,0.0,0.2,0.00027916431427001955,0.7174560546875
HKL-ViT5,195,195,,4.9959,results\vit5-base-HLK-0001\test_predictions_txt\00195_guid-195_untitled.txt,0.5104166666666666,0.3828125,0.4375,0.2736842105263158,0.2047244094488189,0.23423423423423423,0.34375,0.2578125,0.29464285714285715,0.881116509437561,0.8737189769744873,0.8774021863937378,1,3,0.3333333333333333,3,3,1.0,4,1,1,0.7670361995697021,2.99810791015625,0.25,0.25,0.19175904989242554,0.7495269775390625
HKL-ViT5,196,196,,4.8167,results\vit5-base-HLK-0001\test_predictions_txt\00196_guid-196_untitled.txt,0.43010752688172044,0.43010752688172044,0.43010752688172044,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.878364086151123,0.8859729766845703,0.8821520805358887,0,0,nan,2,2,1.0,4,0,3,0.0018112659454345703,1.0069751739501953,0.0,0.75,0.0004528164863586426,0.25174379348754883
HKL-ViT5,197,197,,5.6597,results\vit5-base-HLK-0001\test_predictions_txt\00197_guid-197_untitled.txt,0.4485981308411215,0.46601941747572817,0.45714285714285713,0.24528301886792453,0.2549019607843137,0.25,0.2616822429906542,0.27184466019417475,0.26666666666666666,0.863553524017334,0.8855310678482056,0.8744041919708252,1,2,0.5,0,0,nan,5,0,1,0.012763261795043945,3.8187198638916016,0.0,0.2,0.002552652359008789,0.7637439727783203
HKL-ViT5,198,198,,7.0007,results\vit5-base-HLK-0001\test_predictions_txt\00198_guid-198_untitled.txt,0.44680851063829785,0.4666666666666667,0.45652173913043476,0.16428571428571428,0.17164179104477612,0.1678832116788321,0.15602836879432624,0.16296296296296298,0.15942028985507245,0.8798510432243347,0.8829979300498962,0.881421685218811,0,0,nan,0,0,nan,4,0,4,0.042339324951171875,0.034674644470214844,0.0,1.0,0.010584831237792969,0.008668661117553711
HKL-ViT5,199,199,,5.7471,results\vit5-base-HLK-0001\test_predictions_txt\00199_guid-199_untitled.txt,0.49074074074074076,0.4344262295081967,0.4608695652173913,0.2616822429906542,0.23140495867768596,0.24561403508771928,0.26851851851851855,0.23770491803278687,0.25217391304347825,0.8859027624130249,0.8900967836380005,0.8879947662353516,1,1,1.0,0,0,nan,4,0,3,0.0007845163345336914,1.0251455307006836,0.0,0.75,0.00019612908363342285,0.2562863826751709
HKL-ViT5,200,200,,5.2639,results\vit5-base-HLK-0001\test_predictions_txt\00200_guid-200_untitled.txt,0.532608695652174,0.494949494949495,0.5130890052356021,0.27472527472527475,0.25510204081632654,0.26455026455026454,0.391304347826087,0.36363636363636365,0.3769633507853403,0.907855749130249,0.9047049283981323,0.906277596950531,0,0,nan,0,0,nan,5,0,1,0.007362246513366699,3.9813919067382812,0.0,0.2,0.0014724493026733398,0.7962783813476563
HKL-ViT5,201,201,,5.9486,results\vit5-base-HLK-0001\test_predictions_txt\00201_guid-201_untitled.txt,0.543859649122807,0.4626865671641791,0.5,0.23893805309734514,0.20300751879699247,0.21951219512195122,0.2982456140350877,0.2537313432835821,0.27419354838709675,0.8771021366119385,0.8840020298957825,0.8805385828018188,3,3,1.0,0,0,nan,4,0,4,0.004914999008178711,0.7988519668579102,0.0,1.0,0.0012287497520446777,0.19971299171447754
HKL-ViT5,202,202,,4.9785,results\vit5-base-HLK-0001\test_predictions_txt\00202_guid-202_untitled.txt,0.5102040816326531,0.46296296296296297,0.48543689320388356,0.32989690721649484,0.29906542056074764,0.31372549019607837,0.3673469387755102,0.3333333333333333,0.34951456310679613,0.892163872718811,0.9043995141983032,0.8982399702072144,2,3,0.6666666666666666,0,0,nan,5,0,0,0.0006853342056274414,4.9638671875,0.0,0.0,0.00013706684112548828,0.9927734375
HKL-ViT5,203,203,,4.1001,results\vit5-base-HLK-0001\test_predictions_txt\00203_guid-203_untitled.txt,0.5,0.47368421052631576,0.4864864864864865,0.25842696629213485,0.24468085106382978,0.2513661202185792,0.3,0.28421052631578947,0.29189189189189185,0.8808257579803467,0.8909239768981934,0.8858460783958435,4,5,0.8,2,2,1.0,5,0,0,0.004259169101715088,4.95751953125,0.0,0.0,0.0008518338203430176,0.99150390625
HKL-ViT5,204,204,,4.8444,results\vit5-base-HLK-0001\test_predictions_txt\00204_guid-204_untitled.txt,0.6666666666666666,0.5309734513274337,0.5911330049261083,0.4157303370786517,0.33035714285714285,0.3681592039800995,0.36666666666666664,0.2920353982300885,0.32512315270935954,0.9167356491088867,0.9172379374504089,0.9169867038726807,5,7,0.7142857142857143,4,4,1.0,6,0,2,0.018830060958862305,3.8887367248535156,0.0,0.3333333333333333,0.0031383434931437173,0.6481227874755859
HKL-ViT5,205,205,,4.9156,results\vit5-base-HLK-0001\test_predictions_txt\00205_guid-205_untitled.txt,0.6041666666666666,0.5523809523809524,0.5771144278606964,0.4105263157894737,0.375,0.3919597989949749,0.4895833333333333,0.44761904761904764,0.46766169154228854,0.9125605225563049,0.9220093488693237,0.9172605872154236,2,4,0.5,3,3,1.0,4,0,0,0.001013636589050293,3.99072265625,0.0,0.0,0.00025340914726257324,0.9976806640625
HKL-ViT5,206,206,,4.1312,results\vit5-base-HLK-0001\test_predictions_txt\00206_guid-206_untitled.txt,0.675,0.45,0.54,0.4050632911392405,0.2689075630252101,0.3232323232323232,0.4125,0.275,0.33,0.9174367785453796,0.9094355702400208,0.9134186506271362,0,0,nan,0,0,nan,4,0,2,0.14218175411224365,1.9426631927490234,0.0,0.5,0.03554543852806091,0.48566579818725586
HKL-ViT5,207,207,,5.0654,results\vit5-base-HLK-0001\test_predictions_txt\00207_guid-207_untitled.txt,0.6326530612244898,0.543859649122807,0.5849056603773586,0.3711340206185567,0.3185840707964602,0.3428571428571428,0.5,0.4298245614035088,0.46226415094339623,0.9090155363082886,0.913499116897583,0.9112518429756165,6,6,1.0,4,4,1.0,3,0,2,0.005435943603515625,1.3008270263671875,0.0,0.6666666666666666,0.001811981201171875,0.4336090087890625
HKL-ViT5,208,208,,4.8405,results\vit5-base-HLK-0001\test_predictions_txt\00208_guid-208_untitled.txt,0.5204081632653061,0.5604395604395604,0.5396825396825398,0.20618556701030927,0.2222222222222222,0.21390374331550802,0.35714285714285715,0.38461538461538464,0.3703703703703704,0.9124882817268372,0.9181756377220154,0.9153231382369995,0,0,nan,0,0,nan,5,0,2,0.0023673176765441895,3.0027313232421875,0.0,0.4,0.00047346353530883787,0.6005462646484375
HKL-ViT5,209,209,,3.8863,results\vit5-base-HLK-0001\test_predictions_txt\00209_guid-209_untitled.txt,0.8076923076923077,0.5943396226415094,0.6847826086956521,0.5324675324675324,0.3904761904761905,0.4505494505494505,0.6666666666666666,0.49056603773584906,0.5652173913043478,0.9502533674240112,0.9276338219642639,0.9388073682785034,5,6,0.8333333333333334,3,3,1.0,4,0,0,0.0009864568710327148,3.994140625,0.0,0.0,0.0002466142177581787,0.99853515625
HKL-ViT5,210,210,,6.459,results\vit5-base-HLK-0001\test_predictions_txt\00210_guid-210_untitled.txt,0.5692307692307692,0.6981132075471698,0.6271186440677967,0.3875968992248062,0.47619047619047616,0.42735042735042733,0.36923076923076925,0.4528301886792453,0.4067796610169492,0.8955161571502686,0.9180117249488831,0.906624436378479,9,9,1.0,11,11,1.0,4,0,1,0.00277554988861084,2.536590576171875,0.0,0.25,0.00069388747215271,0.6341476440429688
HKL-ViT5,211,211,,5.1436,results\vit5-base-HLK-0001\test_predictions_txt\00211_guid-211_untitled.txt,0.5154639175257731,0.36496350364963503,0.42735042735042733,0.3541666666666667,0.25,0.29310344827586204,0.44329896907216493,0.31386861313868614,0.36752136752136755,0.897991418838501,0.8957202434539795,0.8968543410301208,0,2,0.0,3,3,1.0,4,0,1,0.0026369094848632812,2.9990692138671875,0.0,0.25,0.0006592273712158203,0.7497673034667969
HKL-ViT5,212,212,,5.7981,results\vit5-base-HLK-0001\test_predictions_txt\00212_guid-212_untitled.txt,0.6391752577319587,0.4806201550387597,0.5486725663716815,0.3541666666666667,0.265625,0.30357142857142855,0.3402061855670103,0.2558139534883721,0.2920353982300885,0.9118099808692932,0.8985652923583984,0.9051392078399658,4,5,0.8,4,4,1.0,5,0,4,0.11120843887329102,1.001452922821045,0.0,0.8,0.022241687774658202,0.20029058456420898
HKL-ViT5,213,213,,6.2488,results\vit5-base-HLK-0001\test_predictions_txt\00213_guid-213_untitled.txt,0.5092592592592593,0.4954954954954955,0.502283105022831,0.308411214953271,0.3,0.304147465437788,0.39814814814814814,0.38738738738738737,0.3926940639269406,0.8995581865310669,0.9120070934295654,0.9057399034500122,6,6,1.0,0,0,nan,4,0,3,0.0015522241592407227,0.7348747253417969,0.0,0.75,0.00038805603981018066,0.18371868133544922
HKL-ViT5,214,214,,4.8667,results\vit5-base-HLK-0001\test_predictions_txt\00214_guid-214_untitled.txt,0.5632183908045977,0.5051546391752577,0.532608695652174,0.29069767441860467,0.2604166666666667,0.27472527472527475,0.367816091954023,0.32989690721649484,0.3478260869565218,0.9042400121688843,0.9125804901123047,0.9083911180496216,2,3,0.6666666666666666,3,3,1.0,5,1,2,1.2919201850891113,3.364145040512085,0.2,0.4,0.25838403701782225,0.672829008102417
HKL-ViT5,215,215,,4.994,results\vit5-base-HLK-0001\test_predictions_txt\00215_guid-215_untitled.txt,0.7663551401869159,0.6259541984732825,0.6890756302521008,0.6415094339622641,0.5230769230769231,0.5762711864406779,0.7009345794392523,0.5725190839694656,0.6302521008403361,0.9434852600097656,0.9412682056427002,0.9423754215240479,9,9,1.0,4,4,1.0,6,0,3,0.027705669403076172,2.8199305534362793,0.0,0.5,0.004617611567179362,0.4699884255727132
HKL-ViT5,216,216,,6.2862,results\vit5-base-HLK-0001\test_predictions_txt\00216_guid-216_untitled.txt,0.47368421052631576,0.38571428571428573,0.4251968503937008,0.24778761061946902,0.2014388489208633,0.2222222222222222,0.2807017543859649,0.22857142857142856,0.25196850393700787,0.8853851556777954,0.8864072561264038,0.8858959674835205,2,2,1.0,1,1,1.0,6,0,2,0.0013478994369506836,4.00187873840332,0.0,0.3333333333333333,0.00022464990615844727,0.6669797897338867
HKL-ViT5,217,217,,4.3925,results\vit5-base-HLK-0001\test_predictions_txt\00217_guid-217_untitled.txt,0.6593406593406593,0.6122448979591837,0.6349206349206349,0.3888888888888889,0.36082474226804123,0.37433155080213903,0.5164835164835165,0.47959183673469385,0.4973544973544974,0.915012538433075,0.9175119400024414,0.9162605404853821,0,1,0.0,1,1,1.0,3,0,0,0.0003198385238647461,2.99609375,0.0,0.0,0.0001066128412882487,0.9986979166666666
